id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_size,company_industry,salary,experience_years,experience_group,range_gaji,median_salary_by_level,salary_competitiveness_index,median_salary_by_location,salary_vs_location
32363,Sales Executive (Solo & Yogyakarta),Surakarta,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",25 days,1001 - 2000 pekerja,Elektrikal & Elektronik,3050000.0,2,2-3,2 - 5 juta,6000000.0,50.83,3625000.0,84.14
32367,PURCHASING STAFF,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",29 days,1001 - 2000 pekerja,Kayu/Fiber/Kertas,5000000.0,1,0-1,5 - 10 juta,4700000.0,106.38,5500000.0,90.91
32368,Strategic Planner (creative),Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Seni/Media/Komunikasi,Periklanan",24 days,201 - 500 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,6000000.0,2,2-3,5 - 10 juta,6000000.0,100.0,6750000.0,88.89
32373,SUPERVISOR SALES GT,Jakarta Raya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",28 days,201 - 500 pekerja,Makanan & Minuman/Katering/Restoran,5250000.0,3,2-3,5 - 10 juta,6000000.0,87.5,6750000.0,77.78
32375,Telesales Consultant,Papua,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",29 days,1- 50 pekerja,Umum & Grosir,2750000.0,1,0-1,2 - 5 juta,4700000.0,58.51,2750000.0,100.0
32376,Sales Pelumas / Battery Area Jakarta,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",29 days,501 - 1000 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,3827000.0,1,0-1,2 - 5 juta,4700000.0,81.43,6750000.0,56.7
32379,Product Specialist,Aceh,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",28 days,201 - 500 pekerja,Kesehatan/Medis,5000000.0,1,0-1,5 - 10 juta,4700000.0,106.38,5000000.0,100.0
32380,Finance Staff,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",28 days,51 - 200 pekerja,Manufaktur/Produksi,7200000.0,2,2-3,5 - 10 juta,6000000.0,120.0,6750000.0,106.67
32381,Quality Assurance Software (Manual & Automation),Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",29 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),6500000.0,1,0-1,5 - 10 juta,4700000.0,138.3,6000000.0,108.33
32382,HR Manager - Placement in Central Kalimantan (Site area),Kalimantan Tengah,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",12 days,1001 - 2000 pekerja,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,21500000.0,5,4-5,> 20 juta,10500000.0,204.76,8500000.0,252.94
32385,Programmer Analyst/Citizen Developer,Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Diploma (D3/D4),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",27 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6500000.0,0,0-1,5 - 10 juta,4700000.0,138.3,6750000.0,96.3
32388,Building MGT Manager,Jawa Barat,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",28 days,501 - 1000 pekerja,Kesehatan/Medis,18000000.0,3,2-3,10 - 20 juta,6000000.0,300.0,5000000.0,360.0
32389,COOK Kitchen,Bali,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",29 days,2001 - 5000 pekerja,Manajemen/Konsulting HR,2750000.0,1,0-1,2 - 5 juta,4700000.0,58.51,6500000.0,42.31
32391,"Finance, Accounting, Tax Manager (Cikupa, Tangerang)",Cikupa,IDR,Manajer/Asisten Manajer,10 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",25 days,51 - 200 pekerja,Manajemen/Konsulting HR,25000000.0,10,6-10,> 20 juta,17500000.0,142.86,5000000.0,500.0
32392,PURCHASING STAFF,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",23 days,1001 - 2000 pekerja,Makanan & Minuman/Katering/Restoran,4500000.0,2,2-3,2 - 5 juta,6000000.0,75.0,6000000.0,75.0
32393,ADMINISTRASI BUILDING,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",28 days,2001 - 5000 pekerja,Manajemen/Konsulting HR,4500000.0,1,0-1,2 - 5 juta,4700000.0,95.74,6000000.0,75.0
32394,IT Help Desk Support,Semarang,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Tidak Terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Keras",28 days,51 - 200 pekerja,Pendidikan,3000000.0,0,0-1,2 - 5 juta,4700000.0,63.83,4100000.0,73.17
32396,Restaurant Manager,Jakarta Raya,IDR,Manajer/Asisten Manajer,2 tahun,Diploma (D3/D4),Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",27 days,51 - 200 pekerja,Makanan & Minuman/Katering/Restoran,7250000.0,2,2-3,5 - 10 juta,6000000.0,120.83,6750000.0,107.41
32398,Finance Supervisor,Jakarta Raya,IDR,Supervisor/Koordinator,2 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",22 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,9000000.0,2,2-3,5 - 10 juta,6000000.0,150.0,6750000.0,133.33
32400,Accounting Manager (IFRS),Jakarta Raya,IDR,Manajer/Asisten Manajer,10 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",25 days,51 - 200 pekerja,Manajemen/Konsulting HR,25000000.0,10,6-10,> 20 juta,17500000.0,142.86,6750000.0,370.37
32401,Software Test Engineer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",26 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),12800000.0,2,2-3,10 - 20 juta,6000000.0,213.33,6750000.0,189.63
32402,Sales,Palembang,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",29 days,51 - 200 pekerja,Umum & Grosir,3387500.0,1,0-1,2 - 5 juta,4700000.0,72.07,4500000.0,75.28
32403,MANAGER QC & LAB,Bekasi,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Kontrak,"Manufaktur,Manufaktur",29 days,51 - 200 pekerja,Umum & Grosir,11000000.0,5,4-5,10 - 20 juta,10500000.0,104.76,5400000.0,203.7
32404,PPIC Supervisor,Jakarta Raya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",29 days,51 - 200 pekerja,Makanan & Minuman/Katering/Restoran,7000000.0,3,2-3,5 - 10 juta,6000000.0,116.67,6750000.0,103.7
32405,Electrical Design Engineer,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),7 tahun,Sarjana (S1),Penuh Waktu,"Teknik,Teknik Elektro",1 day,1- 50 pekerja,Pelayanan Arsitek/Desain Interior,8000000.0,7,6-10,5 - 10 juta,17500000.0,45.71,6000000.0,133.33
32406,Fresh Graduate Management Training Program,Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,E-commerce",22 days,201 - 500 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),5625000.0,0,0-1,5 - 10 juta,4700000.0,119.68,6750000.0,83.33
32408,Special Asset Management,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",22 days,51 - 200 pekerja,Perbankan/Pelayanan Keuangan,9600000.0,3,2-3,5 - 10 juta,6000000.0,160.0,5000000.0,192.0
32409,MARKETING MANAGER KLINIK KECANTIKAN,Banten,IDR,Manajer/Asisten Manajer,2 tahun,Tidak Terspesifikasi,Kontrak,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",7 days,51 - 200 pekerja,Lainnya,7500000.0,2,2-3,5 - 10 juta,6000000.0,125.0,5000000.0,150.0
32410,TRAINER,Jakarta Selatan,IDR,Manajer/Asisten Manajer,2 tahun,Tidak Terspesifikasi,Penuh Waktu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan",15 days,Lebih dari 5000 pekerja,Manajemen/Konsulting HR,8400000.0,2,2-3,5 - 10 juta,6000000.0,140.0,7100000.0,118.31
32413,Supervisor Marketing ( spv motor pembiayaan ),Jawa Barat,IDR,Supervisor/Koordinator,2 tahun,SMA/SMK,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",30 days,1001 - 2000 pekerja,Perbankan/Pelayanan Keuangan,3750000.0,2,2-3,2 - 5 juta,6000000.0,62.5,5000000.0,75.0
32414,Supervisor Finance & Accounting,Jakarta Utara,IDR,Supervisor/Koordinator,3 tahun,Diploma (D3/D4),Kontrak,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",28 days,51 - 200 pekerja,Retail/Merchandise,7200000.0,3,2-3,5 - 10 juta,6000000.0,120.0,6000000.0,120.0
32415,Finance and Tax Staff,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Kontrak,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",27 days,51 - 200 pekerja,Industri Berat/Mesin/Peralatan,4750000.0,2,2-3,2 - 5 juta,6000000.0,79.17,6000000.0,79.17
32416,Human Resource Business Partner,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",28 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),4750000.0,1,0-1,2 - 5 juta,4700000.0,101.06,5000000.0,95.0
32417,Video Editor,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",26 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),6600000.0,1,0-1,5 - 10 juta,4700000.0,140.43,7100000.0,92.96
32418,Business Development Associate,Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",30 days,1- 50 pekerja,Properti/Real Estate,5250000.0,0,0-1,5 - 10 juta,4700000.0,111.7,6750000.0,77.78
32419,IT Software Test Automation Engineer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",27 days,1- 50 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",11250000.0,1,0-1,10 - 20 juta,4700000.0,239.36,6750000.0,166.67
32420,Training and Development,Jakarta Raya,IDR,Supervisor/Koordinator,1 tahun,Diploma (D3/D4),Penuh Waktu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan",23 days,1001 - 2000 pekerja,Telekomunikasi,10000000.0,1,0-1,10 - 20 juta,4700000.0,212.77,6750000.0,148.15
32421,Sales,Kalimantan Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",24 days,2001 - 5000 pekerja,Manajemen/Konsulting HR,5000000.0,1,0-1,5 - 10 juta,4700000.0,106.38,6000000.0,83.33
32422,Teknisi Building,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Teknik,Teknik Elektro",25 days,501 - 1000 pekerja,Konsultasi (Bisnis & Manajemen),4600000.0,2,2-3,2 - 5 juta,6000000.0,76.67,6750000.0,68.15
32423,Internal Audit Supervisor,Jakarta Utara,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",29 days,201 - 500 pekerja,Konstruksi/Bangunan/Teknik,9547200.0,3,2-3,5 - 10 juta,6000000.0,159.12,6000000.0,159.12
32424,Bancassurance Life Consultant - (Bekasi),Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",14 days,1001 - 2000 pekerja,Asuransi,4000000.0,2,2-3,2 - 5 juta,6000000.0,66.67,5400000.0,74.07
32426,Teacher Assistant (Home School),Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Kontrak,"Pendidikan/Pelatihan,Pendidikan",23 days,1- 50 pekerja,Elektrikal & Elektronik,2500000.0,1,0-1,2 - 5 juta,4700000.0,53.19,5400000.0,46.3
32427,Developer Intern,Jakarta Raya,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,SMA/SMK,Magang,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",26 days,51 - 200 pekerja,Perbankan/Pelayanan Keuangan,1450000.0,0,0-1,< 2 juta,4700000.0,30.85,6750000.0,21.48
32428,Junior Marketing Staff,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",23 days,1001 - 2000 pekerja,Makanan & Minuman/Katering/Restoran,4750000.0,1,0-1,2 - 5 juta,4700000.0,101.06,6000000.0,79.17
32429,Procurement Compliance role,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",23 days,Lebih dari 5000 pekerja,Konsultasi (Bisnis & Manajemen),4800000.0,3,2-3,2 - 5 juta,6000000.0,80.0,4700000.0,102.13
32430,Teknik Kimia Analis,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Sains,Kimia",30 days,51 - 200 pekerja,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,4500000.0,1,0-1,2 - 5 juta,4700000.0,95.74,5500000.0,81.82
32431,Sales Representative Cibinong,Cibinong,IDR,Supervisor/Koordinator,3 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",27 days,201 - 500 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,2400000.0,3,2-3,2 - 5 juta,6000000.0,40.0,4375000.0,54.86
32433,IT Business Analyst,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",21 days,501 - 1000 pekerja,Industri Berat/Mesin/Peralatan,6800000.0,3,2-3,5 - 10 juta,6000000.0,113.33,6000000.0,113.33
32435,IT Tech Recruiter,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Kontrak,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",15 days,201 - 500 pekerja,Manajemen/Konsulting HR,5400000.0,1,0-1,5 - 10 juta,4700000.0,114.89,6750000.0,80.0
32437,PENGAWAS LAPANGAN JUNIOR / SITE ENGINEER JUNIOR,Medan,IDR,Pegawai (non-manajemen & non-supervisor),0 tahun,Tidak Terspesifikasi,Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",30 days,51 - 200 pekerja,Properti/Real Estate,3185500.0,0,0-1,2 - 5 juta,4700000.0,67.78,4800000.0,66.36
32439,Trucking Vendor Management Operation Lead,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",23 days,1- 50 pekerja,Perawatan/Kecantikan/Fitnes,5520000.0,3,2-3,5 - 10 juta,6000000.0,92.0,7100000.0,77.75
32440,System Analyst,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",28 days,1- 50 pekerja,Manajemen/Konsulting HR,17250000.0,2,2-3,10 - 20 juta,6000000.0,287.5,6750000.0,255.56
32442,Manager Underwriting,Dumai,IDR,Manajer/Asisten Manajer,3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Lainnya,Lainnya/Kategori tidak tersedia",20 days,201 - 500 pekerja,Asuransi,12500000.0,3,2-3,10 - 20 juta,6000000.0,208.33,5050000.0,247.52
32443,SALES EXECUTIVE,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",22 days,1- 50 pekerja,Umum & Grosir,4000000.0,1,0-1,2 - 5 juta,4700000.0,85.11,6750000.0,59.26
32447,Full Stack Developer,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",22 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",10500000.0,1,0-1,10 - 20 juta,4700000.0,223.4,7100000.0,147.89
32448,Plant Manager,Sidoarjo,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Manufaktur",15 days,201 - 500 pekerja,Makanan & Minuman/Katering/Restoran,12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,5100000.0,235.29
32450,Head of Used Car Operation,Bandung,IDR,Manajer/Asisten Manajer,3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",23 days,1- 50 pekerja,Manajemen/Konsulting HR,11000000.0,3,2-3,10 - 20 juta,6000000.0,183.33,5000000.0,220.0
32451,HR GA Manager,Jakarta Selatan,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",22 days,1- 50 pekerja,Properti/Real Estate,9600000.0,5,4-5,5 - 10 juta,10500000.0,91.43,7100000.0,135.21
32452,System Analyst,Tangerang,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",30 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),6500000.0,2,2-3,5 - 10 juta,6000000.0,108.33,5500000.0,118.18
32453,Drafter Project,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",29 days,1001 - 2000 pekerja,Konstruksi/Bangunan/Teknik,5750000.0,3,2-3,5 - 10 juta,6000000.0,95.83,6750000.0,85.19
32454,Digital Marketing Strategist,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",6 days,1- 50 pekerja,Pendidikan,8000000.0,3,2-3,5 - 10 juta,6000000.0,133.33,5500000.0,145.45
32460,MARKETING CREDIT EXECUTIVE (SEMARANG 3),Semarang,IDR,Pegawai (non-manajemen & non-supervisor),0 tahun,SMA/SMK,Kontrak,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",26 days,Lebih dari 5000 pekerja,Perbankan/Pelayanan Keuangan,2900000.0,0,0-1,2 - 5 juta,4700000.0,61.7,4100000.0,70.73
32461,IT Staff,Yogyakarta,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Kontrak,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",21 days,51 - 200 pekerja,Konsultasi (Bisnis & Manajemen),2350000.0,1,0-1,2 - 5 juta,4700000.0,50.0,3875000.0,60.65
32462,Account Payable Specialist (Finance),Jawa Tengah,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",9 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",4500000.0,1,0-1,2 - 5 juta,4700000.0,95.74,4800000.0,93.75
32463,FINANCIAL ADVISOR - AREA JAKARTA SELATAN PLAZA MANDIRI,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",27 days,501 - 1000 pekerja,Perbankan/Pelayanan Keuangan,2875000.0,2,2-3,2 - 5 juta,6000000.0,47.92,7100000.0,40.49
32464,Customer Service Online,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Pelayanan,Layanan Pelanggan",21 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Keras),3600000.0,1,0-1,2 - 5 juta,4700000.0,76.6,6750000.0,53.33
32465,Performing Art Teacher (Theatre),Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan",30 days,51 - 200 pekerja,Pendidikan,6000000.0,1,0-1,5 - 10 juta,4700000.0,127.66,6750000.0,88.89
32466,Front-end Software Developer,Yogyakarta,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",25 days,1001 - 2000 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),7000000.0,2,2-3,5 - 10 juta,6000000.0,116.67,3875000.0,180.65
32467,Senior Account Manager,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),5 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",5 days,51 - 200 pekerja,Retail/Merchandise,9500000.0,5,4-5,5 - 10 juta,10500000.0,90.48,7100000.0,133.8
32468,PPIC Supervisor,Jakarta Raya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",29 days,51 - 200 pekerja,Makanan & Minuman/Katering/Restoran,7000000.0,3,2-3,5 - 10 juta,6000000.0,116.67,6750000.0,103.7
32470,Loss Prevention Assistant Manager,Jakarta Raya,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Pengacara / Asisten Legal",24 days,2001 - 5000 pekerja,Retail/Merchandise,12500000.0,5,4-5,10 - 20 juta,10500000.0,119.05,6750000.0,185.19
32471,Creative Content Creator,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Seni/Media/Komunikasi,Periklanan",22 days,1- 50 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,5750000.0,2,2-3,5 - 10 juta,6000000.0,95.83,5500000.0,104.55
32473,Regional Manager - Sumatera Area,Palembang,IDR,Manajer/Asisten Manajer,1 tahun,Sarjana (S1),Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",19 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),10000000.0,1,0-1,10 - 20 juta,4700000.0,212.77,4500000.0,222.22
32474,Sales Executive,Bali,IDR,Supervisor/Koordinator,5 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",22 days,1- 50 pekerja,Industri Berat/Mesin/Peralatan,9200000.0,5,4-5,5 - 10 juta,10500000.0,87.62,6500000.0,141.54
32476,Civil Engineering.,Jawa Barat,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",21 days,51 - 200 pekerja,Pendidikan,7000000.0,5,4-5,5 - 10 juta,10500000.0,66.67,5000000.0,140.0
32477,Architect Designer,Sulawesi Tengah,IDR,Supervisor/Koordinator,2 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",29 days,1- 50 pekerja,Pelayanan Arsitek/Desain Interior,6500000.0,2,2-3,5 - 10 juta,6000000.0,108.33,8500000.0,76.47
32478,QA Staff,Sukabumi,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,Diploma (D3/D4),Kontrak,"Sains,Sains & Teknologi",29 days,1001 - 2000 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,3350000.0,1,0-1,2 - 5 juta,4700000.0,71.28,4250000.0,78.82
32479,Software Tester,Bali,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",5 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),9000000.0,1,0-1,5 - 10 juta,4700000.0,191.49,6500000.0,138.46
32483,Motion Graphic Designer Animator Animation,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",16 days,1- 50 pekerja,Percetakan/Penerbitan,5250000.0,2,2-3,5 - 10 juta,6000000.0,87.5,6000000.0,87.5
32484,Lab Operational Supervisor,Bali,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Layanan Kesehatan,Praktisi/Asisten Medis",28 days,2001 - 5000 pekerja,Telekomunikasi,7200000.0,3,2-3,5 - 10 juta,6000000.0,120.0,6500000.0,110.77
32485,Mandarin Translator,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Lainnya,Jurnalis/Editor",18 days,1- 50 pekerja,Pameran/Manajemen acara/PIKP,7500000.0,1,0-1,5 - 10 juta,4700000.0,159.57,7100000.0,105.63
